title,release_date,rating,vote_count,posetr url,genres,runtime,homepage,original_language,status,watch on,watch link
Transformers,27-06-2007,6.6,4040,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",144,http://www.transformersmovie.com/,en,Released,,
Alexander,21-11-2004,5.6,927,,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",175,,en,Released,,
Harry Potter and the Order of the Phoenix,28-06-2007,7.4,5494,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",138,http://www.harrypotterorderofthephoenix.com/,en,Released,,
Harry Potter and the Goblet of Fire,05-11-2005,7.5,5608,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",157,http://harrypotter.warnerbros.com/,en,Released,,
Hancock,01-07-2008,6.2,2961,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",92,http://www.sonypictures.com/movies/hancock/,en,Released,,
I Am Legend,14-12-2007,6.9,4853,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",101,http://iamlegend.warnerbros.com/,en,Released,,
Charlie and the Chocolate Factory,13-07-2005,6.7,3624,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",115,https://www.warnerbros.com/charlie-and-chocolate-factory,en,Released,,
Ratatouille,22-06-2007,7.5,4369,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",111,http://disney.go.com/disneypictures/ratatouille/,en,Released,,
Batman Begins,10-06-2005,7.5,7359,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",140,http://www2.warnerbros.com/batmanbegins/index.html,en,Released,,
Madagascar: Escape 2 Africa,30-10-2008,6.2,1810,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",89,http://www.madagascar-themovie.com,en,Released,,
Night at the Museum: Battle of the Smithsonian,20-05-2009,5.9,1971,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",105,http://www.nightatthemuseummovie.com,en,Released,,
X-Men Origins: Wolverine,28-04-2009,6.2,4021,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",107,http://www.x-menorigins.com/,en,Released,,
The Matrix Revolutions,05-11-2003,6.4,3096,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",129,,en,Released,,
Frozen,27-11-2013,7.3,5295,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",102,http://movies.disney.com/frozen,en,Released,,
The Matrix Reloaded,15-05-2003,6.7,3443,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",138,,en,Released,,
Thor: The Dark World,29-10-2013,6.8,4755,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",112,http://marvel.com/thor,en,Released,,
Mad Max: Fury Road,13-05-2015,7.2,9427,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",120,http://www.madmaxmovie.com/,en,Released,,
Angels & Demons,13-05-2009,6.5,2129,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",138,http://www.angelsanddemons.com/,en,Released,,
Thor,21-04-2011,6.6,6525,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",115,http://thor.marvel.com/,en,Released,,
Bolt,21-11-2008,6.3,1750,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",98,http://movies.disney.com/bolt,en,Released,,
G-Force,21-07-2009,5.1,510,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",88,http://disney.go.com/disneypictures/gforce/,en,Released,,
Wrath of the Titans,27-03-2012,5.5,1431,,"[{""id"": 12, ""name"": ""Adventure""}]",99,http://www.wrathofthetitansmovie.org,en,Released,,
Dark Shadows,08-05-2012,5.7,2320,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",113,http://darkshadowsmovie.warnerbros.com,en,Released,,
Mission: Impossible - Rogue Nation,23-07-2015,7.1,3224,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",131,http://www.missionimpossible.com,en,Released,,
The Wolfman,11-02-2010,5.5,549,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",102,http://www.thewolfmanmovie.com/,en,Released,,
Bee Movie,28-10-2007,5.7,1171,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",91,http://www.beemovie.com/,en,Released,,
Kung Fu Panda 2,25-05-2011,6.7,1880,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",91,http://www.kungfupanda.com/,en,Released,,
The Last Airbender,30-06-2010,4.7,1151,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",103,http://www.thelastairbendermovie.com/,en,Released,,
Mission: Impossible III,03-05-2006,6.5,2028,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",126,http://www.missionimpossible.com/,en,Released,,
White House Down,27-06-2013,6.4,1891,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",131,,en,Released,,
Mars Needs Moms,09-03-2011,5.5,199,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",88,http://disney.go.com/disneypictures/marsneedsmoms/#home,en,Released,,
Flushed Away,22-10-2006,6,874,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",85,http://www.dreamworksanimation.com/flushed/,en,Released,,
Pan,24-09-2015,5.9,954,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",111,,en,Released,,
Mr. Peabody & Sherman,07-02-2014,6.7,843,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",92,,en,Released,,
Troy,13-05-2004,6.9,2759,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",163,,en,Released,,
Madagascar 3: Europe's Most Wanted,06-06-2012,6.4,1808,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",93,,en,Released,,
Die Another Day,17-11-2002,5.8,1092,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",133,http://www.mgm.com/view/movie/232/Die-Another-Day/,en,Released,,
Ghostbusters,14-07-2016,5.3,2142,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",116,http://www.ghostbusters.com/,en,Released,,
Armageddon,01-07-1998,6.4,2482,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",151,,en,Released,,
Men in Black II,03-07-2002,6,3114,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",88,http://www.sonypictures.com/homevideo/meninblackii/,en,Released,,
Beowulf,05-11-2007,5.5,841,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",115,http://www.beowulfmovie.com/,en,Released,,
Kung Fu Panda 3,23-01-2016,6.7,1603,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",95,http://www.kungfupanda.com/,en,Released,,
Mission: Impossible - Ghost Protocol,07-12-2011,6.8,3972,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",133,http://www.missionimpossible.com/,en,Released,,
Rise of the Guardians,21-11-2012,7.1,1922,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",97,http://www.riseoftheguardians.com/,en,Released,,
Fun with Dick and Jane,21-12-2005,5.9,627,,"[{""id"": 35, ""name"": ""Comedy""}]",90,http://www.sonypictures.com/movies/funwithdickandjane/,en,Released,,
The Last Samurai,05-12-2003,7.3,1895,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",154,,en,Released,,
Exodus: Gods and Kings,03-12-2014,5.6,1921,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",150,http://www.exodusgodsandkings.com/,en,Released,,
Star Trek,06-05-2009,7.4,4518,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",127,,en,Released,,
Spider-Man,01-05-2002,6.8,5265,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",121,http://www.sonypictures.com/movies/spider-man/,en,Released,,
How to Train Your Dragon 2,12-06-2014,7.6,3106,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",102,http://www.howtotrainyourdragon.com/,en,Released,,
Gods of Egypt,25-02-2016,5.3,1277,,"[{""id"": 14, ""name"": ""Fantasy""}]",127,,en,Released,,
Stealth,28-07-2005,4.9,331,,"[{""id"": 28, ""name"": ""Action""}]",121,,en,Released,,
Watchmen,05-03-2009,7,2811,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",163,https://www.warnerbros.com/watchmen,en,Released,,
Lethal Weapon 4,10-07-1998,6.3,767,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",127,,en,Released,,
Hulk,19-06-2003,5.3,1533,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",138,,en,Released,,
G.I. Joe: Retaliation,26-03-2013,5.4,3025,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",110,http://www.gijoemovie.com,en,Released,,
Sahara,06-04-2005,5.7,434,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",124,,en,Released,,
Final Fantasy: The Spirits Within,02-07-2001,5.9,433,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",106,,en,Released,,
Captain America: The First Avenger,22-07-2011,6.6,7047,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",124,http://captainamerica.marvel.com/,en,Released,,
The World Is Not Enough,08-11-1999,6,862,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",128,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/,en,Released,,
Master and Commander: The Far Side of the World,14-11-2003,6.9,790,,"[{""id"": 12, ""name"": ""Adventure""}]",138,http://www.masterandcommanderthefarsideoftheworld.com/,en,Released,,
The Twilight Saga: Breaking Dawn - Part 2,13-11-2012,6.1,2553,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",115,,en,Released,,
Happy Feet Two,17-11-2011,5.8,373,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",100,http://happyfeettwo.warnerbros.com/index.html,en,Released,,
The Incredible Hulk,12-06-2008,6.1,3021,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",114,,en,Released,,
The BFG,01-06-2016,6,1000,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",120,http://movies.disney.com/the-bfg,en,Released,,
The Revenant,25-12-2015,7.3,6396,,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",156,http://www.foxmovies.com/movies/the-revenant,en,Released,,
Turbo,11-07-2013,6.1,1074,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",96,http://www.turbomovie.com/,en,Released,,
Rango,02-03-2011,6.6,2051,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",107,http://www.rangomovie.com/,en,Released,,
Penguins of Madagascar,22-11-2014,6.5,1346,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",92,,en,Released,,
The Bourne Ultimatum,03-08-2007,7.3,2888,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",115,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,en,Released,,
Kung Fu Panda,04-06-2008,6.9,3145,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",90,http://www.kungfupanda.com/,en,Released,,
Ant-Man,14-07-2015,7,5880,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",117,http://marvel.com/movies/movie/180/ant-man,en,Released,,
The Hunger Games: Catching Fire,15-11-2013,7.4,6495,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",146,http://www.thehungergames.movie/,en,Released,,
Home,18-03-2015,6.8,1519,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",94,http://www.meettheboov.com/,en,Released,,
War of the Worlds,28-06-2005,6.2,2322,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",116,,en,Released,,
Bad Boys II,18-07-2003,6.3,1564,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",147,,en,Released,,
Puss in Boots,28-10-2011,6.4,451,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",90,,en,Released,,
Salt,21-07-2010,6.2,2093,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",100,http://www.sonypictures.com/homevideo/salt/,en,Released,,
Noah,20-03-2014,5.6,2350,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",139,http://www.noahmovie.com,en,Released,,
The Adventures of Tintin,25-10-2011,6.7,2061,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 9648, ""name"": ""Mystery""}]",107,http://www.us.movie.tintin.com/,en,Released,,
Harry Potter and the Prisoner of Azkaban,31-05-2004,7.7,5877,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",141,,en,Released,,
Australia,18-11-2008,6.3,694,,"[{""id"": 18, ""name"": ""Drama""}]",165,,en,Released,,
After Earth,30-05-2013,5,2532,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",100,,en,Released,,
Dinosaur,19-05-2000,6.2,542,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",82,,en,Released,,
Night at the Museum: Secret of the Tomb,17-12-2014,6.1,1851,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",97,,en,Released,,
Megamind,28-10-2010,6.7,1918,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",95,http://www.megamind.com,en,Released,,
Harry Potter and the Philosopher's Stone,16-11-2001,7.5,7006,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",152,http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,en,Released,,
R.I.P.D.,18-07-2013,5.4,1260,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",96,http://www.ripd.com/,en,Released,,
Pirates of the Caribbean: The Curse of the Black Pearl,09-07-2003,7.5,6985,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",143,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,en,Released,,
The Hunger Games: Mockingjay - Part 1,18-11-2014,6.6,5584,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",123,http://www.thehungergames.movie/,en,Released,,
The Da Vinci Code,17-05-2006,6.5,2704,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",149,http://www.sonypictures.com/homevideo/thedavincicode/index.html,en,Released,,
Rio 2,19-03-2014,6.3,978,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",102,http://www.riomovies.com/,en,Released,,
X2,24-04-2003,6.8,3506,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",133,,en,Released,,
Fast Five,20-04-2011,7.1,2438,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",130,http://www.watchvideoseries.com/movies/fast-five-2011-2/,en,Released,,
Sherlock Holmes: A Game of Shadows,22-11-2011,7,3886,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",129,http://sherlockholmes2.warnerbros.com/index.html,en,Released,,
Clash of the Titans,01-04-2010,5.6,2233,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",106,http://www.clash-of-the-titans.com/,en,Released,,
Total Recall,01-06-1990,7.1,1710,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",113,,en,Released,,
The 13th Warrior,27-08-1999,6.4,510,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",102,,en,Released,,
The Bourne Legacy,08-08-2012,6,2651,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",120,http://www.thebournelegacy.com/,en,Released,,
Batman & Robin,20-06-1997,4.2,1418,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",125,,en,Released,,
How the Grinch Stole Christmas,17-11-2000,6.2,1386,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",104,http://www.grinched.com/,en,Released,,
The Day After Tomorrow,26-05-2004,6.2,2392,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",124,http://www.thedayaftertomorrow.com/,en,Released,,
Mission: Impossible II,24-05-2000,5.9,1928,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",123,http://www.missionimpossible.com/,en,Released,,
The Perfect Storm,15-03-2000,6.2,597,,"[{""id"": 18, ""name"": ""Drama""}]",130,,en,Released,,
Fantastic 4: Rise of the Silver Surfer,13-06-2007,5.4,2589,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",92,,en,Released,,
Life of Pi,20-11-2012,7.2,5797,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",127,http://www.lifeofpimovie.com/,en,Released,,
Ghost Rider,16-02-2007,5.2,1712,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",114,http://www.sonypictures.com/movies/ghostrider/,en,Released,,
Jason Bourne,27-07-2016,5.9,2341,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",123,http://www.jasonbournemovie.com,en,Released,,
Charlie's Angels: Full Throttle,27-06-2003,5.2,914,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",106,,en,Released,,
Prometheus,30-05-2012,6.3,5080,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",124,http://www.projectprometheus.com/,en,Released,,
Stuart Little 2,19-07-2002,5.4,613,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",78,,en,Released,,
Elysium,07-08-2013,6.4,3439,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",109,,en,Released,,
The Chronicles of Riddick,11-06-2004,6.3,1570,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",119,,en,Released,,
RoboCop,30-01-2014,5.7,2342,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",102,http://www.robocop.com,en,Released,,
Speed Racer,09-05-2008,5.7,354,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",135,http://www.speedracerthemovie.warnerbros.com/,en,Released,,
How Do You Know,17-12-2010,4.9,223,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",121,http://www.howdoyouknow-movie.com/,en,Released,,
